Site_ID,Date_start,Date_end,CH4mean,CO2mean,N2Omean,Diffusive_CH4_Flux_Mean,CO2_Flux_Mean,N2O_Flux_Mean,Diff_Method,Latitude,Longitude,Elevation_m,Slope_m_per_m,Strahler_order,Basin_size_km2,Channel_type
1093,2018-07-23,2018-07-23,0.285,112.39,0.051,8.2944,804.87648,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1093,2018-07-31,2018-07-31,0.128,79.26,0.042,2.3328,262.75968,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1093,2018-08-09,2018-08-09,0.129,99.55,0.037,2.2464,265.9392,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1093,2018-09-07,2018-09-07,0.301,204.54,0.086,2.8512,809.3952,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1093,2018-10-12,2018-10-12,0.165,183.34,0.131,1.6416,679.968,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1093,2018-11-08,2018-11-08,0.206,141.07,0.103,2.0736,581.7312,NA,suspended/tethered chamber- linear response,42.9492,-89.5442,276,0.0025,3,214.2,NA
1094,2018-07-23,2018-07-23,0.296,195.38,0.07,2.2464,848.64672,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1094,2018-07-31,2018-07-31,0.088,166.31,0.065,0.3456,172.95552,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1094,2018-08-09,2018-08-09,0.258,234.18,0.084,0.5184,221.0112,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1094,2018-09-07,2018-09-07,0.531,192.12,0.147,11.9232,2021.1552,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1094,2018-10-12,2018-10-12,0.31,208.15,0.12,4.1472,1037.4048,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1094,2018-11-08,2018-11-08,0.217,191.99,0.122,2.3328,841.1904,NA,suspended/tethered chamber- linear response,42.9769,-89.5394,282,0.0016,1,52.6,NA
1095,2018-07-26,2018-07-26,0.591,201.59,0.062,5.5296,881.97984,NA,suspended/tethered chamber- linear response,43.1256,-89.6344,274,0.007,2,26.2,CH
1095,2018-08-30,2018-08-30,0.972,481.78,0.216,7.6896,1995.4944,NA,suspended/tethered chamber- linear response,43.1256,-89.6344,274,0.007,2,26.2,CH
1095,2018-09-14,2018-09-14,0.648,339.12,0.138,6.2208,1330.3872,NA,suspended/tethered chamber- linear response,43.1256,-89.6344,274,0.007,2,26.2,CH
1095,2018-10-11,2018-10-11,0.948,385.28,0.221,9.1584,1742.5152,NA,suspended/tethered chamber- linear response,43.1256,-89.6344,274,0.007,2,26.2,CH
1095,2018-11-02,2018-11-02,0.471,248.36,0.178,3.1104,871.6896,NA,suspended/tethered chamber- linear response,43.1256,-89.6344,274,0.007,2,26.2,CH
1098,2018-07-26,2018-07-26,0.06,96.17,0.021,2.6784,655.65504,NA,suspended/tethered chamber- linear response,43.1148,-89.6643,262,0.0015,3,68.9,PS
1098,2018-08-30,2018-08-30,0.561,219.88,0.121,8.7264,1753.056,NA,suspended/tethered chamber- linear response,43.1148,-89.6643,262,0.0015,3,68.9,PS
1098,2018-09-14,2018-09-14,0.2,158.31,0.082,5.4432,1311.3792,NA,suspended/tethered chamber- linear response,43.1148,-89.6643,262,0.0015,3,68.9,PS
1098,2018-10-11,2018-10-11,0.235,161.79,0.058,3.456,1044.0576,NA,suspended/tethered chamber- linear response,43.1148,-89.6643,262,0.0015,3,68.9,PS
1098,2018-11-02,2018-11-02,0.115,109.67,0.035,1.2096,437.7888,NA,suspended/tethered chamber- linear response,43.1148,-89.6643,262,0.0015,3,68.9,PS
1100,2018-07-26,2018-07-26,0.269,119.41,0.041,3.024,670.3776,NA,suspended/tethered chamber- linear response,43.1096,-89.6407,268,0.0014,2,29.5,NA
1100,2018-08-30,2018-08-30,0.695,195.58,0.097,10.9728,1455.408,NA,suspended/tethered chamber- linear response,43.1096,-89.6407,268,0.0014,2,29.5,NA
1100,2018-09-14,2018-09-14,0.543,202.43,0.093,8.5536,1065.8304,NA,suspended/tethered chamber- linear response,43.1096,-89.6407,268,0.0014,2,29.5,NA
1100,2018-10-11,2018-10-11,0.323,168.41,0.033,6.048,1221.3504,NA,suspended/tethered chamber- linear response,43.1096,-89.6407,268,0.0014,2,29.5,NA
1100,2018-11-02,2018-11-02,0.219,124.08,0.11,2.7648,575.424,NA,suspended/tethered chamber- linear response,43.1096,-89.6407,268,0.0014,2,29.5,NA
1130,2018-10-14,2018-10-14,0.301112497,NA,NA,0.071252672,52.96061726,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2018-10-26,2018-10-26,0.306891254,NA,NA,0.114477016,55.41291536,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2018-11-02,2018-11-02,0.164582357,NA,NA,0.029825789,22.48750739,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2018-11-09,2018-11-09,0.316569269,NA,NA,0.139767433,74.14208643,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2018-11-20,2018-11-20,0.234236012,NA,NA,0.133108718,128.9192533,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2018-12-19,2018-12-19,0.206448394,NA,NA,0.038442528,52.96061726,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-01-03,2019-01-03,0.153695332,NA,NA,0.02445012,40.55270121,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-01-08,2019-01-08,0.232829477,NA,NA,0.108985714,82.39158885,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-02-15,2019-02-15,0.297,NA,NA,0.167010826,23.66810772,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-03-25,2019-03-25,0.19240282,NA,NA,0.12419449,72.28539743,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-04-05,2019-04-05,0.3329375,NA,NA,0.051558479,31.59351681,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-04-26,2019-04-26,0.484009047,NA,NA,0.858876338,114.3949333,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-05-08,2019-05-08,0.31677638,NA,NA,0.304059073,68.09740693,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-05-17,2019-05-17,0.441837133,NA,NA,0.360634692,68.65383527,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-05-30,2019-05-30,0.575485435,NA,NA,0.80996126,94.21398809,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-06-03,2019-06-03,0.765918924,NA,NA,1.009777409,216.7201752,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-06-10,2019-06-10,1.149657781,NA,NA,1.591190532,121.3247475,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-06-17,2019-06-17,1.108871686,NA,NA,1.213674134,290.8959731,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-06-28,2019-06-28,4.554398461,NA,NA,4.516153889,304.9591881,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-07-08,2019-07-08,24.03711122,NA,NA,3.001401644,264.1077925,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-07-15,2019-07-15,9.396424083,NA,NA,4.31937823,163.9493506,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-07-22,2019-07-22,3.033664874,NA,NA,2.724755471,143.4384925,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-07-29,2019-07-29,0.16876295,NA,NA,3.615624666,264.1077925,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-08-06,2019-08-06,19.54978516,NA,NA,0.930776082,231.878137,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-08-27,2019-08-27,16.73458731,NA,NA,0.85473843,181.2660541,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-09-03,2019-09-03,1.456989015,NA,NA,0.235595205,184.4616213,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-09-13,2019-09-13,1.292580808,NA,NA,0.426466716,160.2118847,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-09-25,2019-09-25,1.190587474,NA,NA,0.309176392,133.3695673,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-10-07,2019-10-07,0.784574836,NA,NA,0.188676428,98.43405206,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1130,2019-10-14,2019-10-14,0.698347983,NA,NA,0.090579361,77.08413951,NA,floating chamber- linear response,42.5538,-71.1438,35,NA,3,37.6,NA
1603,2015-08-13,2015-08-13,0.8492928,99.9168,NA,4.8792704,472.10688,NA,conc+k,59.8565,15.1885,255,NA,1,1.2,NA
1603,2016-04-09,2016-04-09,0.0999168,73.27232,NA,0.19317248,350.54144,NA,conc+k,59.8565,15.1885,255,NA,1,1.2,NA
1615,2005-10-25,2006-07-18,0.07793,39.99072,NA,0.14900216,83.61696,0.064299298,suspended/tethered chamber- linear response,49.8244,17.3132,535,NA,3,NA,NA
1616,2005-10-25,2006-07-18,0.02867824,25.67586,NA,0.015586,26.1303,0.01817648,suspended/tethered chamber- linear response,49.765,17.3181,330,NA,3,NA,NA
1617,2005-10-25,2006-07-18,0.08541128,41.12682,NA,0.08790504,74.52816,0.150637578,suspended/tethered chamber- linear response,49.7128,17.2601,240,NA,3,NA,NA
1618,2005-10-25,2006-07-18,0.75560928,76.34592,NA,3.07542952,211.99626,0.181992006,suspended/tethered chamber- linear response,49.6403,17.2463,215,NA,3,NA,NA
1681,2011-02-24,2011-02-24,0.71,66.74447382,NA,0.34,59.99,NA,floating chamber- unspecified response,11.4721,76.8182,1490,NA,NA,NA,SP
1687,2011-03-17,2011-03-17,2.05,39.2824035,NA,0.46,18.07,NA,floating chamber- unspecified response,8.6911,77.6993,40,NA,NA,NA,CAN
1774,2012-11-24,2012-11-24,0.3793,142.2483644,0.01112,10.2,1044,NA,conc+k,0.49339,24.1696,384,NA,NA,NA,NA
1786,2012-12-03,2012-12-03,0.1762,82.69273715,0.0102,0.15,101,NA,conc+k,0.7667,24.30437,371,NA,NA,NA,NA
1786,2012-12-04,2012-12-04,0.1791,92.66856811,0.0122,178,174,NA,conc+k,0.7667,24.30437,371,NA,NA,NA,NA
1796,2013-09-23,2013-09-23,0.6609,227.1540273,0.00836,9.3,1441,NA,conc+k,0.76278,24.59639,380,NA,NA,NA,NA
1798,2012-11-21,2012-11-21,0.6176,244.5396279,0.02025,0.2,102,NA,conc+k,0.77109,24.59753,400,NA,NA,NA,NA
1799,2012-11-20,2012-11-20,0.4402,211.8591271,0.01339,1.9,823,NA,conc+k,0.77375,24.59666,400,NA,NA,NA,NA
1800,2013-09-24,2013-09-24,0.5052,245.7565875,0.00737,0.9,2644,NA,conc+k,0.77518,24.59874,400,NA,NA,NA,NA
1801,2012-11-21,2012-11-21,0.4191,222.7225927,0.01246,0.5,264,NA,conc+k,0.77668,24.59986,400,NA,NA,NA,NA
1934,2017-08-10,2017-08-10,2,26.09068684,NA,6.533809344,35.06996416,NA,conc+k,34.88556,98.1711,4274,NA,5,NA,NA
2126,2012-06-20,2012-06-20,4.236643115,259.7204522,0.016119993,27.55498455,1610.312323,0.013611828,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2012-07-04,2012-07-04,2.048819675,111.2376258,0.012753151,12.19341067,551.6714899,-0.015129544,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2012-07-18,2012-07-18,0.481946077,56.72203839,0.017101044,3.05300605,229.9770273,0.01803787,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2012-07-29,2012-07-29,1.372144409,133.5086544,0.008438986,9.587374547,818.7067294,-0.028649521,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2012-08-20,2012-08-20,1.08327303,119.4934964,0.012955934,7.155765956,673.2964426,-0.003237735,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2012-08-30,2012-08-30,0.695944793,59.02633082,0.012343955,4.173270562,224.0434885,-0.016989184,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-06-10,2013-06-10,0.631751384,63.31029713,0.017631581,3.385079863,213.1019034,-0.000722679,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-06-23,2013-06-23,1.670328842,119.9214426,0.011097307,11.67117807,711.8307958,-0.011167048,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-07-11,2013-07-11,4.033815095,159.5519418,0.012111294,27.62854801,977.7568795,-0.006731376,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-07-26,2013-07-26,4.768630807,155.3869829,0.012548513,33.1257651,963.7232624,-0.002700802,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-08-06,2013-08-06,3.593354143,176.6933462,0.010221313,25.84795964,1148.583529,-0.015295347,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2013-08-22,2013-08-22,0.927300369,62.56049081,0.01151342,5.660019777,251.0199426,-0.020104353,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-06-07,2014-06-07,0.664139883,72.39282098,0.012556264,3.500469599,264.1067272,-0.027904687,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-06-19,2014-06-19,2.611987416,156.6064695,0.009414698,16.09171341,862.09886,-0.032481706,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-07-04,2014-07-04,0.913390216,77.04435255,0.012097908,6.233144786,402.2674705,-0.006236379,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-07-13,2014-07-13,1.004381427,70.9793141,0.011654213,6.742043478,351.5960055,-0.010129839,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-07-30,2014-07-30,12.30011078,276.2837105,0.015345875,90.43039986,1937.94571,0.024210665,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-08-14,2014-08-14,2.104920786,170.379224,0.009781224,14.10554588,1043.658227,-0.022881228,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2126,2014-08-28,2014-08-28,1.803318357,103.3602203,0.011756965,11.20155167,523.046697,-0.01810811,conc+k,68.654,-149.44056,765,NA,0,NA,NA
2129,2012-05-29,2012-05-29,0.034400937,54.16047382,0.015050354,0.274487816,310.9908685,-0.018818799,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-06-06,2012-06-06,0.058489626,118.0982664,0.014814574,0.524765021,953.4776982,-0.021534996,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-06-20,2012-06-20,0.056715743,178.1865168,0.018177273,0.581221112,1798.285162,0.039821468,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-07-18,2012-07-18,0.027685542,67.79379239,0.015200243,0.233901039,454.3374368,-0.01065031,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-07-27,2012-07-27,0.027096536,74.73305568,0.010590707,0.242791785,568.0719762,-0.047146463,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-08-17,2012-08-17,0.033021263,86.4620625,0.010393459,0.300267154,688.1190026,-0.053129918,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2012-08-28,2012-08-28,0.027318473,79.33795486,0.01687314,0.221581437,558.3944999,-0.001569545,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-06-10,2013-06-10,0.872243048,81.07551586,0.022322375,9.416114652,655.9395685,0.077296927,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-06-23,2013-06-23,0.026009438,132.4484685,0.016409553,0.225604775,1170.764889,0.006143976,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-07-10,2013-07-10,0.015728931,219.6188293,0.013781116,0.119874438,2154.158194,-0.019351937,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-07-24,2013-07-24,0.03758324,123.6714852,0.015940672,0.349880948,1114.56846,0.005503659,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-08-06,2013-08-06,0.035817465,234.049475,0.014799565,0.340692639,2420.7216,-0.001346122,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2013-08-22,2013-08-22,0.028895499,68.81791197,0.012150852,0.248056201,470.8060811,-0.040678062,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-06-07,2014-06-07,0.031770376,65.69416076,0.013394958,0.271696092,434.2911329,-0.028616107,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-06-19,2014-06-19,0.024871155,63.55144567,0.010811565,0.20790072,411.9078113,-0.052863928,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-07-04,2014-07-04,0.035744309,76.78879485,0.013603776,0.362315779,647.5699892,-0.004885227,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-07-14,2014-07-14,0.025073545,91.24762674,0.013556746,0.229722685,789.1370161,-0.010930434,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-07-31,2014-07-31,0.09528915,145.5896249,0.011717647,1.045258787,1488.879108,-0.023357148,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-08-14,2014-08-14,0.242745546,298.6903353,0.012205377,2.73909223,3330.131785,-0.018019534,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2129,2014-08-28,2014-08-28,0.050071641,76.58512089,0.012068259,0.487641708,579.7658628,-0.033607881,conc+k,68.64292495,-149.3931177,763,NA,0,NA,NA
2169,2012-07-17,2012-07-17,0.522906339,382,NA,-0.0001,110,NA,floating chamber- unspecified response,38.6435,-83.2157,165.165024,NA,NA,31.597878,NA
2173,2012-07-21,2012-07-21,5.623239593,38,NA,0.317,30,NA,floating chamber- unspecified response,37.4158,-78.6354,143.89608,NA,NA,22.1185146,NA
2174,2012-07-21,2012-07-21,0.176147066,51,NA,0.87,160,NA,floating chamber- unspecified response,37.4236,-78.6599,164.592,NA,NA,NA,NA
2176,2012-07-22,2012-07-22,0.72225647,38,NA,0.85,70,NA,floating chamber- unspecified response,37.4333,-78.6866,188.976,NA,NA,NA,NA
2177,2012-07-22,2012-07-22,0.937747599,70,NA,0.645,130,NA,floating chamber- unspecified response,37.436,-78.6678,179.832,NA,NA,NA,NA
2179,2012-07-27,2012-07-27,9.451667585,297,NA,0.898,50,NA,floating chamber- unspecified response,34.2786,-78.1252,3.724656,NA,NA,55.943784,NA
2180,2012-07-28,2012-07-28,3.008565408,163,NA,3.121,510,NA,floating chamber- unspecified response,34.1506,-80.305,50.148744,NA,NA,248.63904,NA
2188,2012-08-05,2012-08-05,1.556737454,19,NA,1.016,10,NA,floating chamber- unspecified response,34.8899,-83.5316,578.78472,NA,NA,151.255416,NA
2194,2012-08-08,2012-08-08,0.578856816,65,NA,0.476,40,NA,floating chamber- unspecified response,34.9609,-83.3769,640.08,NA,NA,142.708449,NA
2198,2012-08-16,2012-08-16,0.092249981,59,NA,0.042,100,NA,floating chamber- unspecified response,35.9956,-92.2127,132.584952,NA,NA,150.478419,NA
2205,2012-08-31,2012-08-31,0.908289486,204,NA,6.582,1700,NA,floating chamber- unspecified response,30.1293,-84.4937,0,NA,NA,264.17898,NA
2237,2015-01-17,2015-01-17,0.036376008,139.3442187,NA,0.510336029,388.8,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2015-04-22,2015-04-22,0.113194599,125.7540353,NA,1.108799971,636.48,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2015-07-24,2015-07-24,0.17814853,195.5172859,NA,2.231999971,668.16,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2015-10-19,2015-10-19,0.056583774,148.4455071,NA,2.450880029,887.0400003,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2016-01-29,2016-01-29,0.145946294,219.7024962,NA,2.059199971,990.7200003,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2016-04-30,2016-04-30,0.006289734,37.81275049,NA,0.662111971,216,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2237,2016-08-15,2016-08-15,0.180184636,208.0173446,NA,1.474560029,950.4,NA,floating chamber- unspecified response,45.1102,-91.5382,309.372,NA,NA,8.028969,NA
2238,2015-01-17,2015-01-17,0.315257646,128.831365,NA,6.451200029,388.8,NA,floating chamber- unspecified response,44.8753,-91.9381,233.897424,NA,NA,4584.2823,NA
2238,2015-04-22,2015-04-22,0.026856205,10.87498688,NA,3.44736,-77.76,NA,floating chamber- unspecified response,44.8753,-91.9381,233.897424,NA,NA,4584.2823,NA
2238,2015-07-24,2015-07-24,0.505414181,23.09629983,NA,20.88000003,95.04,NA,floating chamber- unspecified response,44.8753,-91.9381,233.897424,NA,NA,4584.2823,NA
2238,2015-10-19,2015-10-19,0.14475971,21.24379255,NA,3.911040029,8.64,NA,floating chamber- unspecified response,44.8753,-91.9381,233.897424,NA,NA,4584.2823,NA
